Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2030,Y2050
3,Albania,5066,Burning - Crop residues,724413,Emissions (CO2eq) from CH4 (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.84,0.84,0.84,0.84,0.84,0.84,0.84,1.12,1.12,,,,,,,,,,,,,,
3,Albania,5066,Burning - Crop residues,724313,Emissions (CO2eq) from N2O (AR5),kt,3.975,3.5775,3.6835,3.6835,3.7365,3.6305,3.71,3.286,3.1005,3.18,3.2065,3.392,3.233,3.2065,3.074,3.127,3.1005,3.127,3.3125,3.445,3.286,3.18,3.0475,3.0475,2.915,2.9415,2.9415,2.8355,2.756,2.6765,1.908,1.9345,2.491,2.65,2.332,2.1465,2.1465,2.0935,1.8285,1.802,1.696,1.6165,1.5635,1.484,1.5105,1.4575,1.378,1.537,1.5105,1.5635,1.643,1.537,1.5105,1.537,1.537,1.6165,1.59,1.484,1.4575,1.4575,1.484,1.4045,1.431
3,Albania,5066,Burning - Crop residues,724313,Emissions (CO2eq) from N2O (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,,,,,,,,,,,,,,,,,,
3,Albania,5066,Burning - Crop residues,723113,Emissions (CO2eq) (AR5),kt,20.1338,18.1627,18.6467,18.7307,19.0077,18.4369,18.8384,16.6448,15.7593,16.144,16.2545,17.1652,16.4406,16.2237,15.6376,15.8418,15.7397,15.8418,16.8309,17.4562,16.7288,16.172,15.4543,15.4431,14.7422,14.9059,14.9815,14.4359,14.0316,13.6273,9.636,9.8109,12.6774,13.4356,11.81,10.8825,10.8881,10.6335,9.2821,9.1968,8.6512,8.2217,7.9643,7.4844,7.6593,7.4271,6.9976,7.7642,7.6117,7.8971,8.363,7.7894,7.7069,7.8118,7.7698,8.1741,8.0384,7.5432,7.3599,7.3767,7.5404,7.1781,7.2578
3,Albania,5066,Burning - Crop residues,723113,Emissions (CO2eq) (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.84,0.84,0.84,0.84,0.9725,0.84,0.84,1.12,1.12,,,,,,,,,,,,,,
3,Albania,5058,Enteric Fermentation,7225,Emissions (CH4),kt,51.0367,51.4906,51.2042,51.4577,54.9678,54.7334,55.2454,51.1566,50.1839,49.6985,48.026,46.7615,47.7807,49.6988,50.3373,53.4563,55.7381,59.5359,62.1384,64.0633,65.423,65.8649,67.088,67.12,64.495,67.3085,72.4478,76.4338,78.0788,74.6813,76.7737,76.8377,81.9076,104.7202,106.9841,100.1936,93.2431,88.3251,90.7701,92.1131,89.8613,87.3346,88.2756,84.6953,84.0611,82.6406,77.6681,72.6591,68.913,69.2366,68.5353,69.8533,70.3232,71.0741,71.5909,71.3074,69.5261,68.1101,62.4569,56.9282,53.9804,86.7219,85.9464
3,Albania,5058,Enteric Fermentation,7225,Emissions (CH4),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.88,67.97,65.88,66.37,65.88,63.07,61.81,57.67,54.11,50.75,,,,,,,,,,,,,,
3,Albania,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),kt,1429.0276,1441.7368,1433.7176,1440.8156,1539.0984,1532.5352,1546.8712,1432.3848,1405.1492,1391.558,1344.728,1309.322,1337.8596,1391.5664,1409.4444,1496.7764,1560.6668,1667.0052,1739.8752,1793.7724,1831.844,1844.2172,1878.464,1879.36,1805.86,1884.638,2028.5384,2140.1464,2186.2064,2091.0764,2149.6636,2151.4556,2293.4128,2932.1656,2995.5548,2805.4208,2610.8068,2473.1028,2541.5628,2579.1668,2516.1164,2445.3688,2471.7168,2371.4684,2353.7108,2313.9368,2174.7068,2034.4548,1929.564,1938.6248,1918.9884,1955.8924,1969.0496,1990.0748,2004.5452,1996.6072,1946.7308,1907.0828,1748.7932,1593.9896,1511.4512,2428.2132,2406.4992
3,Albania,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.64,1903.16,1844.64,1858.36,1844.64,1765.96,1730.68,1614.76,1515.08,1421,,,,,,,,,,,,,,
3,Albania,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),kt,1429.0276,1441.7368,1433.7176,1440.8156,1539.0984,1532.5352,1546.8712,1432.3848,1405.1492,1391.558,1344.728,1309.322,1337.8596,1391.5664,1409.4444,1496.7764,1560.6668,1667.0052,1739.8752,1793.7724,1831.844,1844.2172,1878.464,1879.36,1805.86,1884.638,2028.5384,2140.1464,2186.2064,2091.0764,2149.6636,2151.4556,2293.4128,2932.1656,2995.5548,2805.4208,2610.8068,2473.1028,2541.5628,2579.1668,2516.1164,2445.3688,2471.7168,2371.4684,2353.7108,2313.9368,2174.7068,2034.4548,1929.564,1938.6248,1918.9884,1955.8924,1969.0496,1990.0748,2004.5452,1996.6072,1946.7308,1907.0828,1748.7932,1593.9896,1511.4512,2428.2132,2406.4992
3,Albania,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.64,1903.16,1844.64,1858.36,1844.64,1765.96,1730.68,1614.76,1515.08,1421,,,,,,,,,,,,,,
3,Albania,5059,Manure Management,7225,Emissions (CH4),kt,6.5663,6.6135,6.5308,6.6805,7.3631,7.3944,7.5614,7.024,7.1203,7.0938,6.9425,6.8629,7.0626,7.4313,7.5863,8.0742,8.6176,9.3184,9.8029,10.088,10.4478,10.6469,10.7337,10.78,10.3568,10.8539,11.6277,12.1022,12.2618,12.0797,11.8441,11.3713,12.0783,15.5126,16.0063,15.9617,14.7182,14.0439,14.3434,14.8536,14.6605,14.4644,14.7518,14.5012,14.4036,14.0914,13.2793,12.5527,12.1104,12.2491,12.2287,12.415,12.2925,12.5127,12.4838,12.4019,12.1718,12.029,11.1862,10.3046,9.8473,14.2525,14.3347
3,Albania,5059,Manure Management,7225,Emissions (CH4),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,3.77,3.67,3.72,3.67,3.56,3.48,3.26,3.06,2.91,,,,,,,,,,,,,,
3,Albania,5059,Manure Management,7234,Direct emissions (N2O),kt,0.205,0.2053,0.204,0.2056,0.2205,0.2208,0.2237,0.21,0.2096,0.2088,0.2027,0.1983,0.2038,0.2145,0.219,0.2347,0.2475,0.2665,0.2792,0.2859,0.2929,0.2957,0.3001,0.3001,0.2885,0.3018,0.327,0.3423,0.3497,0.3335,0.3345,0.327,0.3472,0.4522,0.4648,0.4515,0.4209,0.4008,0.41,0.4204,0.4125,0.4072,0.4118,0.4028,0.4008,0.3915,0.375,0.3581,0.3438,0.3464,0.3479,0.3468,0.3446,0.3499,0.3459,0.3386,0.3317,0.3249,0.2996,0.2733,0.262,0.415,0.4264
3,Albania,5059,Manure Management,7236,Indirect emissions (N2O),kt,0.3291,0.3364,0.3319,0.3318,0.353,0.3462,0.3453,0.3051,0.2858,0.2798,0.2613,0.2501,0.2499,0.2495,0.2509,0.2562,0.2588,0.2643,0.2726,0.2944,0.3002,0.3052,0.3145,0.3188,0.3095,0.3215,0.3422,0.3649,0.3801,0.3767,0.3879,0.3962,0.4225,0.5418,0.5407,0.4486,0.4194,0.3995,0.4168,0.4161,0.4018,0.3816,0.3952,0.3721,0.3675,0.3692,0.3555,0.3383,0.323,0.3259,0.3183,0.3306,0.3402,0.3484,0.3538,0.3584,0.3511,0.3427,0.3206,0.2968,0.2869,0.4258,0.4183
3,Albania,5059,Manure Management,7230,Emissions (N2O),kt,0.3051,0.3059,0.3045,0.3082,0.3322,0.3336,0.3395,0.3189,0.3205,0.319,0.3105,0.3046,0.3133,0.3303,0.3365,0.3607,0.3822,0.4132,0.4335,0.4432,0.455,0.4591,0.465,0.4648,0.4455,0.4664,0.5046,0.5292,0.5389,0.515,0.5189,0.5088,0.5403,0.7017,0.7226,0.7095,0.6578,0.6252,0.6391,0.6563,0.6438,0.6346,0.6416,0.6266,0.6235,0.6087,0.5771,0.5455,0.5227,0.5259,0.5269,0.5275,0.5245,0.5316,0.528,0.5188,0.5078,0.4982,0.4582,0.4174,0.3982,0.632,0.6439
3,Albania,5059,Manure Management,7230,Emissions (N2O),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003,0.0003,0.0002,,,,,,,,,,,,,,
3,Albania,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),kt,183.8564,185.178,182.8624,187.054,206.1668,207.0432,211.7192,196.672,199.3684,198.6264,194.39,192.1612,197.7528,208.0764,212.4164,226.0776,241.2928,260.9152,274.4812,282.464,292.5384,298.1132,300.5436,301.84,289.9904,303.9092,325.5756,338.8616,343.3304,338.2316,331.6348,318.3964,338.1924,434.3528,448.1764,446.9276,412.1096,393.2292,401.6152,415.9008,410.494,405.0032,413.0504,406.0336,403.3008,394.5592,371.8204,351.4756,339.0912,342.9748,342.4036,347.62,344.19,350.3556,349.5464,347.2532,340.8104,336.812,313.2136,288.5288,275.7244,399.07,401.3716
3,Albania,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.08,105.56,102.76,104.16,102.76,99.68,97.44,91.28,85.68,81.48,,,,,,,,,,,,,,
3,Albania,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),kt,80.8515,81.0635,80.6925,81.673,88.033,88.404,89.9675,84.5085,84.9325,84.535,82.2825,80.719,83.0245,87.5295,89.1725,95.5855,101.283,109.498,114.8775,117.448,120.575,121.6615,123.225,123.172,118.0575,123.596,133.719,140.238,142.8085,136.475,137.5085,134.832,143.1795,185.9505,191.489,188.0175,174.317,165.678,169.3615,173.9195,170.607,168.169,170.024,166.049,165.2275,161.3055,152.9315,144.5575,138.5155,139.3635,139.6285,139.7875,138.9925,140.874,139.92,137.482,134.567,132.023,121.423,110.611,105.523,167.48,170.6335
3,Albania,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.0795,0.0795,0.053,,,,,,,,,,,,,,
3,Albania,5059,Manure Management,723113,Emissions (CO2eq) (AR5),kt,264.7079,266.2415,263.5549,268.727,294.1998,295.4472,301.6867,281.1805,284.3009,283.1614,276.6725,272.8802,280.7773,295.6059,301.5889,321.6631,342.5758,370.4132,389.3587,399.912,413.1134,419.7747,423.7686,425.012,408.0479,427.5052,459.2946,479.0996,486.1389,474.7066,469.1433,453.2284,481.3719,620.3033,639.6654,634.9451,586.4266,558.9072,570.9767,589.8203,581.101,573.1722,583.0744,572.0826,568.5283,555.8647,524.7519,496.0331,477.6067,482.3383,482.0321,487.4075,483.1825,491.2296,489.4664,484.7352,475.3774,468.835,434.6366,399.1398,381.2474,566.55,572.0051
3,Albania,5059,Manure Management,723113,Emissions (CO2eq) (AR5),kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.186,105.666,102.866,104.266,102.866,99.786,97.546,91.3595,85.7595,81.533,,,,,,,,,,,,,,
3,Albania,5063,Manure left on Pasture,7234,Direct emissions (N2O),kt,0.8903,0.9067,0.8946,0.8936,0.9509,0.9352,0.9359,0.8365,0.7908,0.776,0.7307,0.7014,0.705,0.7121,0.7179,0.7436,0.7561,0.783,0.8114,0.8642,0.8798,0.8917,0.9163,0.9241,0.8958,0.9321,0.9959,1.0571,1.0947,1.0697,1.0992,1.1134,1.1866,1.5186,1.5225,1.2987,1.2167,1.1524,1.1977,1.1994,1.1602,1.1078,1.1388,1.0765,1.0654,1.0633,1.015,0.9628,0.9145,0.9212,0.903,0.9336,0.956,0.976,0.9896,0.9971,0.9751,0.9527,0.8856,0.8145,0.7837,1.1974,1.1771
3,Albania,5063,Manure left on Pasture,7236,Indirect emissions (N2O),kt,0.3291,0.3364,0.3319,0.3318,0.353,0.3462,0.3453,0.3051,0.2858,0.2798,0.2613,0.2501,0.2499,0.2495,0.2509,0.2562,0.2588,0.2643,0.2726,0.2944,0.3002,0.3052,0.3145,0.3188,0.3095,0.3215,0.3422,0.3649,0.3801,0.3767,0.3879,0.3962,0.4225,0.5418,0.5407,0.4486,0.4194,0.3995,0.4168,0.4161,0.4018,0.3816,0.3952,0.3721,0.3675,0.3692,0.3555,0.3383,0.323,0.3259,0.3183,0.3306,0.3402,0.3484,0.3538,0.3584,0.3511,0.3427,0.3206,0.2968,0.2869,0.4258,0.4183
3,Albania,5063,Manure left on Pasture,7230,Emissions (N2O),kt,1.2194,1.2431,1.2265,1.2254,1.3039,1.2814,1.2813,1.1417,1.0765,1.0558,0.992,0.9515,0.9549,0.9616,0.9688,0.9998,1.0149,1.0473,1.084,1.1586,1.18,1.1969,1.2308,1.2429,1.2052,1.2536,1.3381,1.422,1.4748,1.4464,1.4871,1.5096,1.6091,2.0604,2.0632,1.7473,1.6361,1.5519,1.6145,1.6155,1.562,1.4894,1.534,1.4487,1.4329,1.4325,1.3704,1.301,1.2375,1.2471,1.2213,1.2642,1.2962,1.3243,1.3434,1.3555,1.3262,1.2954,1.2063,1.1113,1.0706,1.6232,1.5954
3,Albania,5063,Manure left on Pasture,724313,Emissions (CO2eq) from N2O (AR5),kt,323.141,329.4215,325.0225,324.731,345.5335,339.571,339.5445,302.5505,285.2725,279.787,262.88,252.1475,253.0485,254.824,256.732,264.947,268.9485,277.5345,287.26,307.029,312.7,317.1785,326.162,329.3685,319.378,332.204,354.5965,376.83,390.822,383.296,394.0815,400.044,426.4115,546.006,546.748,463.0345,433.5665,411.2535,427.8425,428.1075,413.93,394.691,406.51,383.9055,379.7185,379.6125,363.156,344.765,327.9375,330.4815,323.6445,335.013,343.493,350.9395,356.001,359.2075,351.443,343.281,319.6695,294.4945,283.709,430.148,422.781
3,Albania,5063,Manure left on Pasture,723113,Emissions (CO2eq) (AR5),kt,323.141,329.4215,325.0225,324.731,345.5335,339.571,339.5445,302.5505,285.2725,279.787,262.88,252.1475,253.0485,254.824,256.732,264.947,268.9485,277.5345,287.26,307.029,312.7,317.1785,326.162,329.3685,319.378,332.204,354.5965,376.83,390.822,383.296,394.0815,400.044,426.4115,546.006,546.748,463.0345,433.5665,411.2535,427.8425,428.1075,413.93,394.691,406.51,383.9055,379.7185,379.6125,363.156,344.765,327.9375,330.4815,323.6445,335.013,343.493,350.9395,356.001,359.2075,351.443,343.281,319.6695,294.4945,283.709,430.148,422.781
3,Albania,5062,Manure applied to Soils,7234,Direct emissions (N2O),kt,0.3156,0.3171,0.3136,0.3163,0.3409,0.3408,0.3453,0.3226,0.3214,0.3217,0.3134,0.3071,0.3156,0.3321,0.3401,0.3648,0.384,0.413,0.4331,0.4446,0.4554,0.4613,0.4679,0.4678,0.4514,0.4721,0.5114,0.5324,0.5435,0.5207,0.5142,0.4962,0.5265,0.6893,0.7076,0.6844,0.6411,0.6099,0.6239,0.641,0.6295,0.623,0.6314,0.6198,0.6174,0.6033,0.5818,0.5613,0.54,0.5447,0.5482,0.544,0.5395,0.55,0.5417,0.5291,0.5189,0.5085,0.4708,0.4295,0.4139,0.6472,0.6695
3,Albania,5062,Manure applied to Soils,7236,Indirect emissions (N2O),kt,0.1341,0.1348,0.1333,0.1344,0.1449,0.1448,0.1468,0.1371,0.1366,0.1367,0.1332,0.1305,0.1341,0.1411,0.1445,0.155,0.1632,0.1755,0.1841,0.189,0.1935,0.196,0.1988,0.1988,0.1919,0.2007,0.2173,0.2263,0.231,0.2213,0.2185,0.2109,0.2238,0.293,0.3007,0.2909,0.2725,0.2592,0.2652,0.2724,0.2675,0.2648,0.2683,0.2634,0.2624,0.2564,0.2473,0.2386,0.2295,0.2315,0.233,0.2312,0.2293,0.2338,0.2302,0.2249,0.2205,0.2161,0.2001,0.1826,0.1759,0.2751,0.2845
3,Albania,5062,Manure applied to Soils,7230,Emissions (N2O),kt,0.4497,0.4519,0.447,0.4507,0.4858,0.4856,0.4921,0.4597,0.458,0.4584,0.4465,0.4376,0.4497,0.4732,0.4846,0.5198,0.5472,0.5886,0.6172,0.6336,0.6489,0.6573,0.6667,0.6667,0.6433,0.6728,0.7287,0.7587,0.7744,0.7421,0.7328,0.7071,0.7502,0.9823,1.0084,0.9753,0.9136,0.8691,0.8891,0.9134,0.897,0.8877,0.8997,0.8832,0.8797,0.8597,0.829,0.7999,0.7695,0.7762,0.7812,0.7753,0.7688,0.7838,0.772,0.754,0.7394,0.7245,0.6709,0.6121,0.5898,0.9223,0.954
3,Albania,5062,Manure applied to Soils,724313,Emissions (CO2eq) from N2O (AR5),kt,119.1705,119.7535,118.455,119.4355,128.737,128.684,130.4065,121.8205,121.37,121.476,118.3225,115.964,119.1705,125.398,128.419,137.747,145.008,155.979,163.558,167.904,171.9585,174.1845,176.6755,176.6755,170.4745,178.292,193.1055,201.0555,205.216,196.6565,194.192,187.3815,198.803,260.3095,267.226,258.4545,242.104,230.3115,235.6115,242.051,237.705,235.2405,238.4205,234.048,233.1205,227.8205,219.685,211.9735,203.9175,205.693,207.018,205.4545,203.732,207.707,204.58,199.81,195.941,191.9925,177.7885,162.2065,156.297,244.4095,252.81
3,Albania,5062,Manure applied to Soils,723113,Emissions (CO2eq) (AR5),kt,119.1705,119.7535,118.455,119.4355,128.737,128.684,130.4065,121.8205,121.37,121.476,118.3225,115.964,119.1705,125.398,128.419,137.747,145.008,155.979,163.558,167.904,171.9585,174.1845,176.6755,176.6755,170.4745,178.292,193.1055,201.0555,205.216,196.6565,194.192,187.3815,198.803,260.3095,267.226,258.4545,242.104,230.3115,235.6115,242.051,237.705,235.2405,238.4205,234.048,233.1205,227.8205,219.685,211.9735,203.9175,205.693,207.018,205.4545,203.732,207.707,204.58,199.81,195.941,191.9925,177.7885,162.2065,156.297,244.4095,252.81
3,Albania,5061,Synthetic Fertilizers,7234,Direct emissions (N2O),kt,0.0501,0.0314,0.0314,0.0314,0.0314,0.0471,0.11,0.2986,0.2514,0.3536,0.4871,0.5123,0.5673,0.5704,0.5657,0.7119,0.7857,1.1299,1.1141,1.0811,1.1393,1.1126,1.1471,1.1786,1.1786,1.1786,1.0387,1.089,1.2556,1.155,0.3504,0.2326,0.2392,0.1993,0.1571,0.0864,0.066,0.2829,0.0911,0.1901,0.1681,0.6006,0.5874,0.5676,0.5847,0.4767,0.4947,0.4517,0.5333,0.4917,0.5797,0.5491,0.4826,0.4826,0.5783,0.6741,0.6158,0.3892,0.6023,0.512,,0.7049,0.7524
