Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
3,Albania,2909,Sugar & Sweeteners,684,Fat supply quantity (g/capita/day),g/cap/d,0.23,0.26,0.22,0.2,0.22,0.21,0.2,0.22,0.2,0.25,0.21,0.32
3,Albania,2909,Sugar & Sweeteners,681,Fat supply quantity (t),t,241.97,275.62,229.66,213.83,229.66,223.64,205.48,231.91,214.36,262.06,224.0,331.81
3,Albania,2911,Pulses,5511,Production,1000 t,27.0,28.0,30.0,31.0,33.0,31.0,28.0,24.0,27.0,28.0,29.0,25.0
3,Albania,2911,Pulses,5611,Import Quantity,1000 t,2.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0
3,Albania,2911,Pulses,5072,Stock Variation,1000 t,-2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albania,2911,Pulses,5911,Export Quantity,1000 t,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0
3,Albania,2911,Pulses,5301,Domestic supply quantity,1000 t,30.0,29.0,31.0,32.0,33.0,32.0,28.0,28.0,28.0,31.0,31.0,30.0
3,Albania,2911,Pulses,5521,Feed,1000 t,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
3,Albania,2911,Pulses,5527,Seed,1000 t,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
3,Albania,2911,Pulses,5123,Losses,1000 t,7.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0
3,Albania,2911,Pulses,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albania,2911,Pulses,5142,Food,1000 t,16.0,16.0,16.0,17.0,17.0,18.0,15.0,15.0,15.0,16.0,17.0,16.0
3,Albania,2911,Pulses,645,Food supply quantity (kg/capita/yr),kg,5.59,5.57,5.67,5.94,6.04,6.21,5.32,5.34,5.36,5.42,5.99,5.45
3,Albania,2911,Pulses,664,Food supply (kcal/capita/day),kcal/cap/d,49.0,48.0,49.0,52.0,52.0,54.0,46.0,46.0,47.0,47.0,52.0,47.0
3,Albania,2911,Pulses,661,Food supply (kcal),million Kcal,51593.26,51208.99,51925.89,54361.78,55176.53,56725.03,48608.23,48736.45,48841.36,49425.16,54427.63,49367.79
3,Albania,2911,Pulses,674,Protein supply quantity (g/capita/day),g/cap/d,3.34,3.33,3.39,3.55,3.61,3.72,3.18,3.19,3.2,3.24,3.58,3.26
3,Albania,2911,Pulses,671,Protein supply quantity (t),t,3546.72,3522.99,3574.45,3743.27,3798.89,3917.53,3343.6,3352.41,3362.87,3403.83,3744.9,3399.72
3,Albania,2911,Pulses,684,Fat supply quantity (g/capita/day),g/cap/d,0.26,0.26,0.27,0.28,0.28,0.29,0.25,0.25,0.25,0.26,0.28,0.26
3,Albania,2911,Pulses,681,Fat supply quantity (t),t,278.97,276.68,280.01,292.09,296.61,301.84,263.91,264.89,265.27,267.8,292.94,271.11
3,Albania,2912,Treenuts,5511,Production,1000 t,11.0,11.0,12.0,12.0,15.0,16.0,14.0,14.0,13.0,14.0,15.0,15.0
3,Albania,2912,Treenuts,5611,Import Quantity,1000 t,3.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,7.0,4.0,12.0
3,Albania,2912,Treenuts,5072,Stock Variation,1000 t,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
3,Albania,2912,Treenuts,5911,Export Quantity,1000 t,1.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0
3,Albania,2912,Treenuts,5301,Domestic supply quantity,1000 t,13.0,14.0,13.0,12.0,14.0,15.0,13.0,15.0,15.0,19.0,17.0,25.0
3,Albania,2912,Treenuts,5123,Losses,1000 t,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Albania,2912,Treenuts,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
3,Albania,2912,Treenuts,5142,Food,1000 t,13.0,14.0,13.0,11.0,13.0,14.0,12.0,15.0,14.0,19.0,17.0,24.0
3,Albania,2912,Treenuts,645,Food supply quantity (kg/capita/yr),kg,4.42,4.69,4.42,3.86,4.61,4.99,4.09,5.07,4.89,6.44,5.93,8.42
3,Albania,2912,Treenuts,664,Food supply (kcal/capita/day),kcal/cap/d,30.0,30.0,30.0,25.0,35.0,36.0,33.0,34.0,35.0,40.0,43.0,50.0
3,Albania,2912,Treenuts,661,Food supply (kcal),million Kcal,31424.51,31326.3,31474.96,26490.16,36736.22,37509.77,34266.53,35961.25,36553.15,41570.29,45231.5,51753.65
3,Albania,2912,Treenuts,674,Protein supply quantity (g/capita/day),g/cap/d,0.56,0.57,0.57,0.49,0.65,0.67,0.61,0.65,0.65,0.78,0.82,1.02
3,Albania,2912,Treenuts,671,Protein supply quantity (t),t,592.96,603.73,602.2,514.69,683.48,703.3,640.39,682.87,679.46,815.87,861.84,1058.71
3,Albania,2912,Treenuts,684,Fat supply quantity (g/capita/day),g/cap/d,2.22,2.26,2.41,2.08,3.03,3.08,2.82,2.8,2.81,3.22,3.44,4.19
3,Albania,2912,Treenuts,681,Fat supply quantity (t),t,2362.18,2388.64,2541.53,2196.89,3193.96,3244.41,2968.91,2940.86,2955.7,3377.73,3604.3,4364.38
3,Albania,2913,Oilcrops,5511,Production,1000 t,74.0,70.0,111.0,94.0,101.0,99.0,102.0,110.0,120.0,100.0,134.0,112.0
3,Albania,2913,Oilcrops,5611,Import Quantity,1000 t,6.0,5.0,4.0,4.0,2.0,8.0,7.0,9.0,6.0,16.0,13.0,17.0
3,Albania,2913,Oilcrops,5072,Stock Variation,1000 t,0.0,0.0,7.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,2.0,0.0
3,Albania,2913,Oilcrops,5911,Export Quantity,1000 t,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,8.0,10.0,12.0
3,Albania,2913,Oilcrops,5301,Domestic supply quantity,1000 t,78.0,72.0,107.0,96.0,101.0,103.0,106.0,117.0,114.0,107.0,135.0,117.0
3,Albania,2913,Oilcrops,5521,Feed,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
3,Albania,2913,Oilcrops,5527,Seed,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albania,2913,Oilcrops,5123,Losses,1000 t,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
3,Albania,2913,Oilcrops,5131,Processing,1000 t,57.0,53.0,83.0,72.0,78.0,81.0,74.0,84.0,81.0,76.0,95.0,84.0
3,Albania,2913,Oilcrops,5154,Other uses (non-food),1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,Albania,2913,Oilcrops,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albania,2913,Oilcrops,5142,Food,1000 t,15.0,14.0,21.0,21.0,20.0,19.0,29.0,29.0,30.0,28.0,31.0,24.0
3,Albania,2913,Oilcrops,645,Food supply quantity (kg/capita/yr),kg,5.28,4.98,7.3,7.43,7.07,6.7,10.18,10.2,10.59,9.89,10.85,8.5
3,Albania,2913,Oilcrops,664,Food supply (kcal/capita/day),kcal/cap/d,21.0,19.0,28.0,28.0,29.0,25.0,38.0,38.0,40.0,38.0,42.0,32.0
3,Albania,2913,Oilcrops,661,Food supply (kcal),million Kcal,21835.92,20200.39,29106.29,29730.64,30517.71,26034.36,39794.29,39661.63,42030.26,39997.31,43578.7,33226.2
3,Albania,2913,Oilcrops,674,Protein supply quantity (g/capita/day),g/cap/d,0.28,0.24,0.28,0.3,0.31,0.31,0.4,0.38,0.4,0.56,0.47,0.45
3,Albania,2913,Oilcrops,671,Protein supply quantity (t),t,301.88,253.78,292.21,319.34,322.7,322.0,422.79,397.5,425.1,584.08,488.36,472.19
3,Albania,2913,Oilcrops,684,Fat supply quantity (g/capita/day),g/cap/d,1.98,1.86,2.72,2.78,2.86,2.41,3.73,3.73,3.95,3.67,4.09,3.07
3,Albania,2913,Oilcrops,681,Fat supply quantity (t),t,2110.82,1965.3,2876.01,2926.83,3006.67,2537.74,3921.3,3919.81,4152.93,3848.8,4279.95,3201.61
3,Albania,2914,Vegetable Oils,5511,Production,1000 t,10.0,10.0,14.0,13.0,12.0,14.0,14.0,14.0,13.0,14.0,16.0,13.0
3,Albania,2914,Vegetable Oils,5611,Import Quantity,1000 t,43.0,41.0,43.0,39.0,41.0,41.0,39.0,42.0,37.0,36.0,30.0,31.0
3,Albania,2914,Vegetable Oils,5072,Stock Variation,1000 t,0.0,0.0,0.0,1.0,-1.0,2.0,-1.0,1.0,-5.0,1.0,0.0,1.0
3,Albania,2914,Vegetable Oils,5911,Export Quantity,1000 t,1.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,Albania,2914,Vegetable Oils,5301,Domestic supply quantity,1000 t,52.0,50.0,55.0,49.0,54.0,53.0,54.0,54.0,55.0,49.0,46.0,41.0
3,Albania,2914,Vegetable Oils,5131,Processing,1000 t,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0
3,Albania,2914,Vegetable Oils,5154,Other uses (non-food),1000 t,22.0,20.0,22.0,18.0,19.0,18.0,19.0,19.0,20.0,17.0,15.0,14.0
3,Albania,2914,Vegetable Oils,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3,Albania,2914,Vegetable Oils,5142,Food,1000 t,29.0,28.0,31.0,30.0,34.0,33.0,32.0,33.0,34.0,29.0,29.0,27.0
3,Albania,2914,Vegetable Oils,645,Food supply quantity (kg/capita/yr),kg,10.0,9.6,10.73,10.42,11.92,11.39,11.03,11.45,11.65,10.18,10.11,9.58
3,Albania,2914,Vegetable Oils,664,Food supply (kcal/capita/day),kcal/cap/d,241.0,230.0,258.0,252.0,288.0,276.0,267.0,277.0,282.0,246.0,246.0,232.0
3,Albania,2914,Vegetable Oils,661,Food supply (kcal),million Kcal,256577.83,243552.46,272227.12,265254.71,303611.4,290179.36,280493.7,291466.32,296585.25,258162.94,257070.37,241455.2
3,Albania,2914,Vegetable Oils,674,Protein supply quantity (g/capita/day),g/cap/d,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
3,Albania,2914,Vegetable Oils,671,Protein supply quantity (t),t,6.94,8.55,8.62,6.8,7.03,6.35,6.55,6.45,6.3,6.12,4.46,5.76
3,Albania,2914,Vegetable Oils,684,Fat supply quantity (g/capita/day),g/cap/d,26.79,25.54,28.63,27.95,32.02,30.62,29.62,30.79,31.36,27.32,27.28,25.73
3,Albania,2914,Vegetable Oils,681,Fat supply quantity (t),t,28486.48,27037.6,30220.46,29449.99,33710.49,32219.21,31143.36,32362.08,32930.69,28662.63,28541.64,26806.44
3,Albania,2918,Vegetables,5511,Production,1000 t,869.0,937.0,951.0,932.0,959.0,1030.0,1116.0,1152.0,1153.0,1252.0,1287.0,1329.0
3,Albania,2918,Vegetables,5611,Import Quantity,1000 t,33.0,29.0,31.0,34.0,30.0,38.0,41.0,44.0,36.0,52.0,46.0,75.0
3,Albania,2918,Vegetables,5072,Stock Variation,1000 t,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albania,2918,Vegetables,5911,Export Quantity,1000 t,34.0,41.0,47.0,60.0,71.0,118.0,124.0,114.0,127.0,114.0,133.0,133.0
3,Albania,2918,Vegetables,5301,Domestic supply quantity,1000 t,869.0,928.0,937.0,906.0,918.0,951.0,1034.0,1082.0,1062.0,1189.0,1200.0,1271.0
3,Albania,2918,Vegetables,5521,Feed,1000 t,62.0,78.0,82.0,66.0,68.0,72.0,78.0,86.0,72.0,89.0,83.0,89.0
3,Albania,2918,Vegetables,5123,Losses,1000 t,85.0,91.0,93.0,91.0,93.0,100.0,109.0,112.0,112.0,122.0,125.0,129.0
3,Albania,2918,Vegetables,5131,Processing,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3,Albania,2918,Vegetables,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
3,Albania,2918,Vegetables,5142,Food,1000 t,722.0,759.0,762.0,750.0,757.0,779.0,848.0,885.0,878.0,979.0,993.0,1053.0
3,Albania,2918,Vegetables,645,Food supply quantity (kg/capita/yr),kg,247.94,261.54,263.38,259.71,262.31,270.31,294.35,307.4,305.2,340.69,346.29,368.96
3,Albania,2918,Vegetables,664,Food supply (kcal/capita/day),kcal/cap/d,165.0,184.0,184.0,175.0,181.0,187.0,201.0,211.0,205.0,230.0,239.0,246.0
3,Albania,2918,Vegetables,661,Food supply (kcal),million Kcal,175506.24,194843.84,194654.24,184393.16,190562.05,197088.37,211266.94,221652.96,215747.95,240756.79,250345.5,256828.47
3,Albania,2918,Vegetables,674,Protein supply quantity (g/capita/day),g/cap/d,7.2,8.07,8.02,7.76,7.94,8.16,8.89,9.25,9.25,10.48,11.01,11.3
3,Albania,2918,Vegetables,671,Protein supply quantity (t),t,7658.85,8545.8,8467.93,8181.3,8358.09,8579.98,9345.69,9723.71,9713.86,10998.06,11519.64,11777.53
3,Albania,2918,Vegetables,684,Fat supply quantity (g/capita/day),g/cap/d,1.11,1.2,1.2,1.18,1.22,1.24,1.34,1.37,1.38,1.56,1.66,1.7
3,Albania,2918,Vegetables,681,Fat supply quantity (t),t,1180.76,1272.08,1264.01,1245.75,1282.74,1300.72,1404.15,1442.01,1452.08,1632.85,1734.43,1774.28
3,Albania,2919,Fruits - Excluding Wine,5511,Production,1000 t,371.0,399.0,431.0,446.0,450.0,484.0,529.0,511.0,507.0,513.0,522.0,550.0
3,Albania,2919,Fruits - Excluding Wine,5611,Import Quantity,1000 t,100.0,91.0,84.0,77.0,79.0,73.0,80.0,67.0,69.0,96.0,80.0,111.0
3,Albania,2919,Fruits - Excluding Wine,5072,Stock Variation,1000 t,-1.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3,Albania,2919,Fruits - Excluding Wine,5911,Export Quantity,1000 t,2.0,4.0,10.0,7.0,11.0,17.0,17.0,13.0,13.0,16.0,13.0,20.0
3,Albania,2919,Fruits - Excluding Wine,5301,Domestic supply quantity,1000 t,470.0,487.0,508.0,519.0,518.0,540.0,593.0,565.0,563.0,591.0,588.0,640.0
3,Albania,2919,Fruits - Excluding Wine,5123,Losses,1000 t,22.0,22.0,25.0,26.0,26.0,29.0,34.0,32.0,33.0,32.0,32.0,34.0
3,Albania,2919,Fruits - Excluding Wine,5131,Processing,1000 t,27.0,27.0,29.0,28.0,27.0,26.0,28.0,25.0,24.0,18.0,9.0,16.0
3,Albania,2919,Fruits - Excluding Wine,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
3,Albania,2919,Fruits - Excluding Wine,5142,Food,1000 t,421.0,438.0,454.0,466.0,466.0,485.0,531.0,508.0,506.0,540.0,548.0,590.0
